RID,Retraction or Other Notices Title/Subject(s)/Journal --- Publisher/Affiliation(s)/Retraction Watch Post URL(s) 590 Item(s) Found,Reason(s),Author(s),Original Paper Date/PubMedID/DOI,Retraction or Other Notices Date/PubMedID/DOI,Article Type(s) Nature of Notice,Countries Paywalled? Notes
2453,"Expression and function of microRNA-188-5p in activated rheumatoid arthritis synovial fibroblasts (BLS) Genetics; (HSC) Medicine - Immunology; (HSC) Medicine - Orthopedics; (HSC) Medicine - Pathology;  International Journal of Clinical and Experimental Pathology ---e-Century Publishing Corporation Institute for Biochemistry, Biochemistry and Molecular Medicine, University Erlangen, Fahrstraße 17, D-91054 Erlangen, Germany Institute of Pathology, University Hospital Regensburg, Franz-Josef-Strauss-Allee 11, D-93053 Regensburg, Germany Institute of Pathology, University Hospital of Erlangen, Krankenhausstr.12, D-91054 Erlangen, Germany Department of Internal Medicine I, University Hospital Regensburg, Franz-Josef-Strauss-Allee 11, D-93053 Regensburg, Germany",+Duplication of Article+Error by Journal/Publisher,Anke Ruedel Peter Dietrich Thomas Schubert Simone Hofmeister Claus Hellerbrand Anja Katrin Bosserhoff,06/01/2015 26261542,10/01/2015 26261542,Research Article Retraction,Germany No
5772,"Identification of Phosphorylated p38 as a Novel DAPK-Interacting Partner during TNFa-Induced Apoptosis in Colorectal Tumor Cells (BLS) Biology - Cancer; (BLS) Biology - Cellular; (BLS) Biology - Molecular; (HSC) Medicine - Oncology; (PUB) Society/Association Journals;  The American Journal of Pathology ---Elsevier Institute of Pathology, Department of Dermatology and Venerology, Otto-von-Guericke University Magdeburg, Magdeburg, GermanyInstitutes of Molecular and Clinical Immunology, Department of Dermatology and Venerology, Otto-von-Guericke University Magdeburg, Magdeburg, GermanyLaboratory for Experimental Dermatology, Department of Dermatology and Venerology, Otto-von-Guericke University Magdeburg, Magdeburg, Germany http://retractionwatch.com/2016/12/29/cancer-researcher-germany-loses-multiple-papers-misconduct-finding/",+Error in Image,Khuloud Bajbouj Angela Poehlmann Doerthe Kuester Thomas Drewes Kathrin Haase Roland Hartig Anne Teller Stefanie Kliche Diana Walluscheck Jelena Ivanovska Saritha Chakilam Annika Ulitzsch Ursula Bommhardt Martin Leverkus Albert Roessner Regine Schneider-Stock,08/01/2009 19628771 10.2353/ajpath.2009.080853,10/01/2015 00000000 10.1016/j.ajpath.2015.05.022,Research Article Correction,Germany No
146,"MARCKS-related peptide modulates in vivo the secretion of airway Muc5ac (BLS) Biology - Cellular; (HSC) Medicine - Pulmonology; (PUB) Society/Association Journals;  American Journal of Physiology - Lung Cellular and Molecular Physiology ---APS: American Physiological Society Division of Pulmonary, Allergy, and Critical Care Medicine, Department of Medicine, Duke University Medical Center, DurhamDepartment of Molecular Biomedical Sciences, College of Veterinary Medicine, North Carolina State University, RaleighDivision of Pulmonary, Department of Pediatrics, Duke University Medical Center, Durham, North Carolina http://retractionwatch.com/2015/09/14/retraction-no-8-and-a-12-hits-former-duke-researcher-erin-potts-kant/ http://retractionwatch.com/?s=erin+potts http://retractionwatch.com/?s=william+foster",+Unreliable Data+Unreliable Results,William Michael Foster Kenneth B Adler Anne L Crews Erin Nicole Potts-Kant Bernard M Fischer Judith A Voynow,09/01/2010 20543006 10.1152/ajplung.00067.2010,10/01/2015 26429905 10.1152/ajplung.zh5-6863-retr.2015,Research Article Retraction,United States No
16236,"Postoperative analgosedation with S(+)-ketamine decreases the incidences of postanesthetic shivering and nausea and vomiting after cardiac surgery (HSC) Medicine - Anesthesia/Anaesthesia; (HSC) Medicine - Pharmacology; (HSC) Medicine - Rehabilitation/Therapy; (HSC) Medicine - Surgery;  Medical Science Monitor: International Medical Journal of Experimental and Clinical Research ---International Scientific Information, Inc Department of Anesthesiology and Critical Care Medicine, Klinikum Ludwigshafen, Ludwigshafen, Germany http://retractionwatch.com/2015/10/12/boldts-retraction-count-upped-to-94-co-author-takes-legal-action-to-prevent-95th/",+Investigation by Company/Institution+Investigation by Third Party+Misconduct - Official Investigation/Finding+Misconduct by Author+Notice - Lack of,Swen N Piper Ralf B Beschmann Andinet M Mengistu Wolfgang H Maleck Joachim Boldt Kerstin D Rohm,12/01/2008 19043378 unavailable,10/01/2015 00000000 unavailable,Clinical Study Retraction,Germany No
4390,"Protein-Protein Interaction Network Analysis in Chronic Obstructive Pulmonary Disease (BLS) Biology - Cellular; (BLS) Biology - Molecular; (BLS) Genetics; (HSC) Medicine - Pulmonology;  Lung ---Springer Department of Respiratory Medicine, Shanghai Pudong Hospital, Fudan University Pudong Medical Center, Shanghai, China",+Fake Peer Review+Investigation by Journal/Publisher,Hong Bao Jiaman Wang Ding Zhou Zhaoyong Han Ling Su Yuan Zhang Xiong Ye Chunyan Xu Yuping Wang Qinghua Li,02/01/2014 24241792 10.1007/s00408-013-9509-x,10/01/2015 26283029 10.1007/s00408-015-9786-7,Research Article Retraction,China No
9190,"Real-life assessment of the validity of patient global impression of change in fibromyalgia (HSC) Medicine - General; (HSC) Medicine - Rehabilitation/Therapy;  RMD Open ---BMJ Publishing JSS Medical Research, St-Laurent, Quebec, Canada Alan Edwards Pain Management Unit, McGill University Health Centre, Montreal, Quebec, Canada Department of Surgical Research, Jewish General Hospital, Montreal, Quebec, Canada Department of Surgery, McGill University, Montreal, Quebec, Canada Department of Rheumatology, McGill University Health Centre, Montreal, Quebec, Canada",+Error in Data+Error in Text,Emmanouil Rampakakis Peter A Ste-Marie John S Sampalis Angeliki Karellis Yoram Shir Mary-Ann Fitzcharles,09/01/2015 26535150 10.1136/rmdopen-2015-000146,10/01/2015 26629365 10.1136/rmdopen-2015-000146corr1,Clinical Study Correction,Canada No
2125,"The mTOR inhibitor sirolimus suppresses renal, hepatic, and cardiac tissue cellular respiration (BLS) Genetics; (HSC) Medicine - Immunology; (HSC) Medicine - Pharmacology;  International Journal of Clinical and Experimental Pathology ---e-Century Publishing Corporation Department of Pathology, UAE University, Al-Ain 17666, Abu Dhabi, United Arab Emirates Department of Medicine, UAE University, Al-Ain 17666, Abu Dhabi, United Arab Emirates Department of Pediatrics, UAE University, Al-Ain 17666, Abu Dhabi, United Arab Emirates http://retractionwatch.com/2016/01/22/youve-been-duped-again/",+Euphemisms for Duplication,Alia Albawardi Saeeda Almarzooqi Dhanya Saraswathiamma Hidaya Mohammed Abdul-Kader Abdul-Kader Souid Ali S Alfazari,03/01/2015 26045804,10/01/2015 26722609,Research Article Retraction,United Arab Emirates No
1018,"The Plateau in Mnemonic Resolution Across Large Set Sizes Indicates Discrete Resource Limits in Visual Working Memory (BLS) Neuroscience; (HSC) Medicine - Psychiatry; (SOC) Psychology;  Attention, Perception & Psychophysics ---Springer Department of Psychology, 1227 University of Oregon, Eugene, USA http://retractionwatch.com/2015/07/27/oregon-grad-student-admits-to-faking-data-in-four-neuroscience-papers/ http://retractionwatch.com/2015/08/27/three-retractions-for-oregon-neuroscience-student-investigated-by-ori/",+Falsification/Fabrication of Data+Falsification/Fabrication of Image+Investigation by ORI+Misconduct by Author,David E Anderson Edward Awh,04/04/2012 22477058 10.3758/s13414-012-0292-1,10/01/2015 26282542 10.3758/s13414-015-0980-8,Research Article Retraction,United States No
4264,"TN-2 Ameliorates Tunicamycin-Induced Mitochondria and Endoplasmic Reticulum Stress-Associated Apoptosis in Rat Dorsal Root Ganglion Neurons (BLS) Biology - Molecular; (BLS) Neuroscience; (HSC) Medicine - Drug Design; (HSC) Medicine - Pharmacology;  Journal of Molecular Neuroscience ---Springer Department of Orthopaedics, Shandong University, Jinan, China Department of Endocrinology, Xinyi people’s Hospital, Xuzhou, China Department of Orthopaedics, Affiliated Hospital of Ningxia Medical University, Yinchuan, China Oral Maxillofacial Head-Neck Key Laboratory of Medical Biology, and Cental Laboratory of Liaocheng people’s Hospital, Liaocheng, China",+Duplication of Article+Notice - Limited or No Information,Qiukui Deng Chuanxiu Xu Rencai Wang Jianying Zheng Shuai Li Qunhua Jin Yapei Yang,06/16/2015 00000000 10.1007/s12031-015-0599-1,10/01/2015 26076740 10.1007/s12031-015-0599-1,Research Article Retraction,China No
4269,"TN-2 Exerts Anti-Inflammatory Effects on LPS-Induced Rat Dorsal Root Ganglion Neurons by Inhibiting TLR4-Mediated NF-kappaB and MAPK Pathways (BLS) Biology - Molecular; (BLS) Genetics; (BLS) Neuroscience; (HSC) Medicine - Pharmacology;  Journal of Molecular Neuroscience ---Springer Department of Hand Surgery, Ningbo Sixth Hospital, Ningbo, China  Department of the Second Neurology, the Third Affiliated Hospital of Xinxiang Medical University, Xinxiang, China",+Duplication of Article+Notice - Limited or No Information,Xiaofeng Teng Na Wei Hong Chen Kaihua Zhai,07/28/2015  10.1007/s12031-015-0624-4,10/01/2015 26215541 10.1007/s12031-015-0624-4,Research Article Retraction,China No
16237,"Total intravenous anesthesia with propofol and remifentanil is associated with a nearly twofold higher incidence in postanesthetic shivering than desflurane-fentanyl anesthesia (HSC) Medicine - Anesthesia/Anaesthesia; (HSC) Medicine - Pharmacology; (HSC) Medicine - Rehabilitation/Therapy; (HSC) Medicine - Surgery;  Medical Science Monitor: International Medical Journal of Experimental and Clinical Research ---International Scientific Information, Inc Department of Anesthesiology and Critical Care Medicine, Klinikum Ludwigshafen, Ludwigshafen, Germany",+Investigation by Company/Institution+Investigation by Third Party+Misconduct - Official Investigation/Finding+Misconduct by Author+Notice - Lack of,Kerstin D Rohm Jorn Riechmann Joachim Boldt Stefan W Suttner Swen N Piper,11/01/2006 17072268 unavailable,10/01/2015 00000000 unavailable,Clinical Study Retraction,Germany No
6165,"Variation of Some Inflammatory Markers in Hypertensive Patients after 1 Year of Olmesartan/amlodipine Single-pill Combination Compared with Olmesartan or Amlodipine Monotherapies (BLS) Biochemistry; (HSC) Medicine - Cardiovascular; (HSC) Medicine - Pharmacology; (PUB) Society/Association Journals;  Journal of the American Society of Hypertension (JASH) ---Elsevier Department of Internal Medicine and Therapeutics, University of Pavia, PAVIA, Italy Aging and Kidney Diseases, G. Descovich Atherosclerosis Study Center, University of Bologna, BOLOGNA, Italy Hospital Center of Diabetes, Sant'Angelo Lodigiano, LODI, Italy Ospedale Pesenti Fenaroli, Alzano Lombardo, BERGAMO, Italy http://retractionwatch.com/2016/02/12/investigation-leads-to-5th-retraction-for-drug-researcher/ http://retractionwatch.com/2015/10/14/authors-defend-publishing-clinical-trial-six-times-even-as-they-earn-two-more-retractions/ http://retractionwatch.com/2015/08/18/exactly-the-same-clinical-study-published-six-times/",+Duplication of Data+Euphemisms for Duplication,Giuseppe Derosa Arrigo F G Cicero Anna Carbone Fabrizio Querci Elena Fogari Angela D’Angelo,01/01/2013 23321403 10.1016/j.jash.2012.11.006,10/01/2015 30153105 10.1016/j.jash.2015.08.012,Clinical Study Retraction,Italy Unknown
21370,"Arguing ‘for’ the Patient: Informed Consent and Strategic Maneuvering in Doctor–Patient Interaction (HSC) Public Health and Safety; (SOC) Ethics/Bioethics;  Argumentation ---Springer Institute of Communication & HealthUniversity of Lugano (CH)Lugano, Switzerland http://retractionwatch.com/?s=peter+schulz",+Euphemisms for Plagiarism+Plagiarism of Article,Peter Johannes Schulz Sara Rubinelli,04/16/2008 00000000 10.1007/s10503-008-9086-y,09/30/2015 00000000 10.1007/s10503-015-9371-5,Review Article Correction,Switzerland No
9805,"Switching of mesodermal and endodermal properties in hTERT-modified and expanded fetal human pancreatic progenitor cells (BLS) Biology - Cellular; (HSC) Medicine - Gastroenterology;  Stem Cell Research & Therapy ---BioMed Central (BMC) Hepatology Division, Department of Medicine, Albert Einstein College of Medicine, Ullmann Bldg., Rm 625, 1300 Morris Park Avenue, Bronx, NY 10461, USA Department of Pathology, Albert Einstein College of Medicine, Ullmann Bldg., Rm 625, 1300 Morris Park Avenue, Bronx, NY 10461, USA Endocrinology Division, Department of Medicine, Diabetes Research Center, Albert Einstein College of Medicine, Forchheimer Bldg., Rm 505, 1300 Morris Park Avenue, Bronx, NY 10461, USA Hepatology Division, Department of Medicine, Cancer Research Center, Diabetes Research Center, Center for Human Embryonic Stem Cell Research, Marion Bessin Liver Research Center, Ruth L. and David S. Gottesman Institute for Stem Cell and Regenerative Medicine Research, and Institute for Clinical and Translational Research, Albert Einstein College of Medicine, Ullmann Bldg., Rm 625, 1300 Morris Park Avenue, Bronx, NY 10461, USA http://retractionwatch.com/2016/05/04/stem-cell-researchers-fix-two-papers-following-pubpeer-comments/",+Error in Data+Error in Image+Investigation by Company/Institution+Manipulation of Images+Objections by Third Party,Kang Cheng Antonia Follenzi Manju Surana Norman Fleischer Sanjeev Gupta,03/15/2010 20504287 10.1186/scrt6,09/30/2015 26424142 10.1186/s13287-015-0176-0,Research Article Correction,United States No
3868,"Emergence of cancer stem cells in head and neck squamous cell carcinoma: A therapeutic insight with literature review (HSC) Medicine - Oncology;  Dental Research Journal ---Wolters Kluwer Department of Oral and Maxillofacial Pathology and Microbiology, I.T.S. Center for Dental Studies and Research, Muradnagar, Ghaziabad, Uttar Pradesh, India",+Euphemisms for Plagiarism+Plagiarism of Text,Priyanka Rastogi,05/01/2012 23087725,09/29/2015 26604967 10.4103/1735-3327.166239,Review Article Retraction,India No
5233,"Diagnosis and management of miliary tuberculosis: current state and future perspectives (HSC) Biostatistics/Epidemiology; (HSC) Medicine - Immunology; (HSC) Medicine - Infectious Disease; (HSC) Medicine - Pathology; (HSC) Medicine - Pulmonology; (HSC) Public Health and Safety;  Therapeutics and Clinical Risk ---Taylor and Francis - Dove Press Department of Medicine, Medical College and Hospital, Kolkata, West Bengal http://retractionwatch.com/2015/11/02/plagiarism-was-not-an-intentional-act-says-first-author-of-retracted-tuberculosis-paper/",+Concerns/Issues about Referencing/Attributions+Plagiarism of Text,Sayantan Ray Arunansu Talukdar Supratip Kundu Dibbendhu Khanra Nikhil Sonthalia,01/08/2013 23326198 10.2147/TCRM.S29179,09/28/2015 26445545 10.2147/TCRM.S96338,Review Article Retraction,India No
4599,"Differential expression of microRNAs in myometrium and leiomyomas and regulation by ovarian steroids (BLS) Biology - Cellular; (BLS) Genetics; (HSC) Medicine - Obstetrics/Gynecology;  Journal of Cellular and Molecular Medicine (JCMM) ---Wiley Department of Obstetrics and Gynecology, University of Florida, Gainesville, FL, USA http://retractionwatch.com/2015/10/16/former-ob-gyn-prof-notches-ninth-retraction-investigation-still-underway/ http://retractionwatch.com/2017/08/01/investigation-started-least-5-years-ago-retired-ob-gyn-prof-agrees-5-years-supervision/",+Falsification/Fabrication of Data+Investigation by Company/Institution,Qun Pan Xiaoping Luo Nasser Chegini,12/20/2007 18182067 10.1111/j.1582-4934.2007.00207.x,09/28/2015 26411639 10.1111/jcmm.12621,Research Article Retraction,United States No
17964,"Variation in Parasympathetic Dysregulation Moderates Short-term Memory Problems in Childhood Attention-Deficit/Hyperactivity Disorder (BLS) Neuroscience; (HSC) Medicine - Pediatrics; (HSC) Medicine - Psychiatry;  Journal of Abnormal Child Psychology ---Springer Center for Children and Families, Department of Psychology, Florida International University, Miami, USA Department of Behavioral Neuroscience, Oregon Health & Science University, Portland, USA Department of Psychiatry, Oregon Health & Science University, Portland, USA",+Concerns/Issues about Referencing/Attributions+Error in Text,Anthony R Ward Gabriela Alarcon Joel T Nigg Erica D Musser,07/29/2015 2621624 10.1007/s10802-015-0054-3,09/26/2015 26408321 10.1007/s10802-015-0083-y,Research Article Correction,United States No
